"","Date_sold","Sell_price_EU","Online_since","Start_price_EU","Likes","Designer","Model","Condition","Material","Color","Location","P_Width_cm","P_Height_cm","P_Depth_cm","SW_Dustbag","SW_Original_box","SW_Original_papers","SW_Card_or_certificate","Seller_name","ST_Expert_seller","ST_Professional_seller","ST_Trusted_seller","ST_Fashion_activist","ST_Concierge_service","Reference","Link"
"7414",2020-05-22,635,2020-01-28,635,36,"Louis Vuitton","Neverfull","Good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"the brand collector",0,1,0,0,0,"9291045","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-9291045.shtml"
"7415",2020-07-01,635.5,2020-07-01,812.07,8,"Louis Vuitton","Alma BB","Fair condition","Leather","Black","Denmark",20,15,10,0,0,0,0,"sukanya",1,0,0,1,0,"10916729","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-alma-bb-louis-vuitton-handbag-10916729.shtml"
"7416",2020-08-08,623.64,2020-05-19,658.94,27,"Louis Vuitton","Neverfull","Good condition","Cloth","Brown","Hong Kong",29,21,12,0,0,0,0,"KK",0,0,0,0,0,"10397987","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10397987.shtml"
"7417",2020-05-31,664.76,2020-05-11,681.67,115,"Louis Vuitton","No<U+00E9>","Very good condition","Cloth","Brown","Hong Kong",19.1,34,25.9,1,0,0,0,"Chui",0,0,0,0,0,"10293874","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10293874.shtml"
"7418",2020-10-03,636.66,2019-05-27,760,26,"Louis Vuitton","Unknown Model","Very good condition","Leather","Black","Spain",35,28,16,0,0,0,0,"kewaybags",0,1,0,0,0,"7579282","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-7579282.shtml"
"7419",2020-08-27,636.7,2020-08-18,750,5,"Louis Vuitton","Multipli Cit<U+00E9>","Very good condition","Cloth","Brown","Italy",37,30,11,0,0,0,0,"losi",0,0,0,0,0,"11423753","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-multipli-cite-louis-vuitton-handbag-11423753.shtml"
"7420",2020-10-29,636.44,2020-10-28,662.9,12,"Louis Vuitton","Speedy","Never worn","Cloth","Brown","France",30,25,18,0,0,0,0,"alexa",0,0,0,1,0,"12507585","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12507585.shtml"
"7421",2020-09-10,637.76,2019-10-06,875,10,"Louis Vuitton","Speedy","Good condition","Cloth","White","Turkey",30,20,18,0,0,0,0,"luxuryshop",0,0,0,0,0,"8380149","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-8380149.shtml"
"7422",2020-10-15,750,2020-09-24,1200,68,"Louis Vuitton","Artsy","Very good condition","Cloth","Brown","France",22,32,41,0,0,0,0,"sophia",0,0,0,1,0,"11931435","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-artsy-louis-vuitton-handbag-11931435.shtml"
"7423",2020-08-23,638,2020-07-30,750,13,"Louis Vuitton","Unknown Model","Very good condition","Cloth","Blue","France",39,27,16,0,0,0,0,"Chlo<U+00E9>",0,1,0,0,0,"11260046","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-louis-vuitton-handbag-11260046.shtml"
"7424",2020-10-26,626.1,2020-10-22,738.47,48,"Louis Vuitton","Neverfull","Very good condition","Cloth","Other","Hong Kong",45.5,28.5,15.5,1,0,0,0,"D",1,0,0,1,0,"12403186","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-neverfull-louis-vuitton-handbag-12403186.shtml"
