"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link"
NA,18,"Louis Vuitton ",NA,"210","Good condition","Leather ","Black ","24 cm","13 cm","2 cm","Romania","divonne","","31/10/2020 ","12558398","",NA,220,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-12558398.shtml"
NA,0,"Louis Vuitton ","Papillon ","210","Good condition","Cloth ","Brown ","30 cm","15 cm",NA,"Italy","patrizia","","18/10/2020 ","12324950","",NA,297,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-12324950.shtml"
NA,62,"Louis Vuitton ","Spring street ","210","Very good condition","Patent leather ","Gold ","30 cm","30 cm","10 cm","Spain","floranna","","15/10/2020 ","12265763","",NA,293,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/gold-patent-leather-spring-street-louis-vuitton-handbag-12265763.shtml"
NA,9,"Louis Vuitton ","Noé ","210","Fair condition","Leather ","Red ","26 cm","34 cm","17 cm","France","francoise","","09/10/2020 ","12157867","",NA,275,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-noe-louis-vuitton-handbag-12157867.shtml"
NA,27,"Louis Vuitton ","Bucket  ","210","Fair condition","Cloth ","Brown ","26 cm","28 cm","16 cm","Germany","jolanda ","","18/09/2020 ","11845651","",NA,255,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11845651.shtml"
NA,0,"Louis Vuitton ",NA,"210","Fair condition","Denim - Jeans ","Anthracite ","30 cm","43 cm",NA,"Italy","barbara ","","02/09/2020 ","11619706","",NA,250,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/anthracite-denim-jeans-louis-vuitton-handbag-11619706.shtml"
NA,33,"Louis Vuitton ","Thompson ","210","Good condition","Patent leather ","Yellow ","27 cm","21 cm","4 cm","Italy","arianna","","31/08/2020 ","11575332","",NA,270,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-thompson-louis-vuitton-handbag-11575332.shtml"
NA,16,"Louis Vuitton ","Speedy ","210","Fair condition","Cloth ","Brown ","20 cm","15 cm",NA,"France","amyra","","13/08/2020 ","11398175","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11398175.shtml"
NA,19,"Louis Vuitton ",NA,"210","Very good condition","Patent leather ","Blue ","15 cm","12 cm","20 cm","France","frédéric","","08/08/2020 ","11330187","",NA,475,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-patent-leather-louis-vuitton-handbag-11330187.shtml"
NA,1,"Louis Vuitton ","Trocadéro ","210","Fair condition","Cloth ","Brown ","27 cm","20 cm","6 cm","France","clea","","30/06/2020 ","10912645","",NA,222,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-10912645.shtml"
NA,34,"Louis Vuitton ","Houston ","210","Good condition","Patent leather ","Beige ","25 cm","30 cm","15 cm","Italy","Vi","","17/06/2020 ","10757828","",NA,250,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-houston-louis-vuitton-handbag-10757828.shtml"
NA,11,"Louis Vuitton ","Speedy ","210","Fair condition","Cloth ","Brown ","25 cm","17 cm","15 cm","France","amel","","25/05/2020 ","10472132","",NA,299,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10472132.shtml"
NA,5,"Louis Vuitton ",NA,"210","Good condition","Patent leather ","Gold ","36 cm","30 cm","9 cm","Germany","Maria","","21/05/2020 ","10429313","",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/gold-patent-leather-louis-vuitton-handbag-10429313.shtml"
NA,1,"Louis Vuitton ","Boulogne ","210","Fair condition","Cloth ","Brown ","30 cm","19 cm","9 cm","Vestiaire Collective Paris","Vestiaire Collective","","19/05/2020 ","10408737","Professional seller",NA,210,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-10408737.shtml"
NA,3,"Louis Vuitton ","Noé ","210","Fair condition","Cloth ","Brown ","45 cm","55 cm","25 cm","Italy","Giancarlo","","12/05/2020 ","10293145","",NA,210,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10293145.shtml"
NA,5,"Louis Vuitton ","Looping ","210","Very good condition","Cloth ","Other ",NA,NA,NA,"Italy","naomi","","04/05/2020 ","10199314","",NA,230,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-looping-louis-vuitton-handbag-10199314.shtml"
NA,7,"Louis Vuitton ","Cartouchière ","210","Fair condition","Cloth ","Multicolour ","18 cm","21 cm","7.5 cm","Malta","JIA","","04/05/2020 ","10138998","",NA,375,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-cartouchiere-louis-vuitton-handbag-10138998.shtml"
NA,10,"Louis Vuitton ",NA,"210","Good condition","Synthetic ","White ","50 cm","40 cm","30 cm","Belgium","lindsay","","18/04/2020 ","10003468","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-synthetic-louis-vuitton-handbag-10003468.shtml"
NA,24,"Louis Vuitton ",NA,"210","Good condition","Pony-style calfskin ","Brown ","20 cm","15 cm","9 cm","Germany","Cornelia","","06/04/2020 ","9878078","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-pony-style-calfskin-louis-vuitton-handbag-9878078.shtml"
NA,15,"Louis Vuitton ",NA,"210","Fair condition","Cloth ","Burgundy ","36 cm","23 cm",NA,"France","sandrine","","25/02/2020 ","9543560","",NA,325,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cloth-louis-vuitton-handbag-9543560.shtml"
NA,12,"Louis Vuitton ","Volupte Psyche ","210","Fair condition","Cotton ","Burgundy ","12 cm","20 cm","15 cm","Spain","nancy","","30/01/2019 ","6940663","",NA,850,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cotton-volupte-psyche-louis-vuitton-handbag-6940663.shtml"
NA,11,"Louis Vuitton ","Riviera  ","210.46","Fair condition","Leather ","Red ",NA,NA,NA,"Japan","Brand street tokyo","","14/08/2020 ","11409443","Professional seller",NA,262.41,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-riviera-louis-vuitton-handbag-11409443.shtml"
NA,14,"Louis Vuitton ","Speedy ","210.46","Fair condition","Cloth ","Brown ","25 cm","17,5 cm","10 cm","Turkey","selena","","19/05/2020 ","10403692","",NA,396.26,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10403692.shtml"
NA,22,"Louis Vuitton ","Saumur ","210.88","Fair condition","Cloth ","Brown ","30 cm","24 cm",NA,"Germany","Kaja","","15/08/2020 ","11413484","",NA,260,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11413484.shtml"
NA,55,"Louis Vuitton ",NA,"211.34","Good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","26/08/2020 ","11534291","Professional seller",NA,211.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11534291.shtml"
NA,5,"Louis Vuitton ","Speedy ","211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","22/07/2020 ","11164159","Professional seller",NA,211.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11164159.shtml"
NA,18,"Louis Vuitton ",NA,"211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","13/06/2020 ","10701951","Professional seller",NA,246.56,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10701951.shtml"
NA,61,"Louis Vuitton ",NA,"211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","08/06/2020 ","10643364","Professional seller",NA,211.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10643364.shtml"
NA,106,"Louis Vuitton ","Noé ","211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","22/04/2020 ","10065160","Professional seller",NA,211.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10065160.shtml"
NA,121,"Louis Vuitton ","Alma ","211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","01/04/2020 ","9839340","Professional seller",NA,211.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-9839340.shtml"
NA,88,"Louis Vuitton ","Marly vintage ","211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","01/04/2020 ","9839070","Professional seller",NA,246.56,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-marly-vintage-louis-vuitton-handbag-9839070.shtml"
NA,38,"Louis Vuitton ","Popincourt ","211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","23/03/2020 ","9771874","Professional seller",NA,264.18,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-popincourt-louis-vuitton-handbag-9771874.shtml"
NA,46,"Louis Vuitton ","Noé ","211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","23/03/2020 ","9771805","Professional seller",NA,264.18,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-9771805.shtml"
NA,25,"Louis Vuitton ","Cartouchière ","211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","12/03/2020 ","9687305","Professional seller",NA,272.98,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-9687305.shtml"
NA,225,"Louis Vuitton ","Chantilly ","211.34","Very good condition","Cloth ","Brown ",NA,NA,NA,"United States","Cashinmybag","","10/03/2020 ","9676481","Professional seller",NA,211.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-9676481.shtml"
NA,51,"Louis Vuitton ",NA,"211.34","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","05/03/2020 ","9625394","Professional seller",NA,281.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-9625394.shtml"
NA,3,"Louis Vuitton ","Bedford ","212","Very good condition","Patent leather ","Camel ","30 cm","15 cm",NA,"Belgium","Sylvette","","17/08/2020 ","11424885","",NA,212,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-patent-leather-bedford-louis-vuitton-handbag-11424885.shtml"
NA,67,"Louis Vuitton ","Noé ","212","Fair condition","Leather ","Brown ","28 cm","32 cm","20 cm","Netherlands","soraya","","08/06/2020 ","10629752","",NA,212,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-10629752.shtml"
NA,9,"Louis Vuitton ","Bedford ","213","Good condition","Patent leather ","Beige ","30.5 cm","15.2 cm","15.2 cm","Spain","michelle","Dustbag","26/05/2020 ","10484861","",NA,213,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-bedford-louis-vuitton-handbag-10484861.shtml"
NA,17,"Louis Vuitton ","Noé ","213.59","Fair condition","Cloth ","Brown ","26 cm","26 cm","18 cm","Hong Kong","Elsa","","29/06/2020 ","10904720","",NA,244.26,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10904720.shtml"
NA,16,"Louis Vuitton ",NA,"213.87","Very good condition","Leather ","Navy ",NA,NA,NA,"United Kingdom","haute ","","29/08/2020 ","11578052","Professional seller",NA,424.33,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/navy-leather-louis-vuitton-handbag-11578052.shtml"
NA,8,"Louis Vuitton ","Speedy ","213.98","Fair condition","Leather ","Blue ",NA,NA,NA,"Japan","luxe brand cerisier","","08/10/2020 ","12166162","Professional seller",NA,237.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-speedy-louis-vuitton-handbag-12166162.shtml"
NA,4,"Louis Vuitton ",NA,"213.98","Good condition","Leather ","Beige ",NA,NA,NA,"Japan","luxe brand cerisier","","21/07/2020 ","11164573","Professional seller",NA,237.76,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-leather-louis-vuitton-handbag-11164573.shtml"
NA,33,"Louis Vuitton ","Houston ","214.06","Very good condition","Patent leather ","Green ","30.5 cm","25.4 cm","15.2 cm","United Kingdom","niina","","20/05/2020 ","10407560","",NA,398.17,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-houston-louis-vuitton-handbag-10407560.shtml"
NA,9,"Louis Vuitton ",NA,"214.55","Good condition","Cloth ","Brown ","37 cm","24 cm","12 cm","Italy","Barbara ","","14/05/2020 ","10338690","",NA,290,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10338690.shtml"
NA,12,"Louis Vuitton ","Danube ","215","Good condition","Cloth ","Brown ","11 cm","14 cm","3,5 cm","Germany","Gabriele","","31/10/2020 ","12561768","",NA,295,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-danube-louis-vuitton-handbag-12561768.shtml"
NA,3,"Louis Vuitton ",NA,"215","Good condition","Cloth ","Brown ",NA,NA,NA,"France","cornerluxe-paris16","Dustbag","30/10/2020 ","12528775","Professional seller",NA,215,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12528775.shtml"
NA,4,"Louis Vuitton ",NA,"215","Good condition","Denim - Jeans ","Grey ","31 cm","19 cm","2 cm","Italy","myroom","","23/10/2020 ","12430422","",NA,250,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/grey-denim-jeans-louis-vuitton-handbag-12430422.shtml"
NA,44,"Louis Vuitton ","Gibeciere ","215","Fair condition","Cloth ","Brown ",NA,NA,NA,"Germany","boutiquebonar","","19/06/2020 ","10796803","Professional seller",NA,275,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-gibeciere-louis-vuitton-handbag-10796803.shtml"
NA,26,"Louis Vuitton ",NA,"215","Fair condition","Cloth ","Brown ","27 cm","18 cm","5 cm","France","eliane","","09/06/2020 ","10651291","",NA,290,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10651291.shtml"
NA,100,"Louis Vuitton ","Speedy ","215.01","Fair condition","Cloth ","Brown ","22.9 cm","17.8 cm","35.1 cm","Malta","liv","","08/05/2020 ","10256050","",NA,250.28,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10256050.shtml"
NA,26,"Louis Vuitton ",NA,"215.71","Good condition","Cloth ","Beige ","40 cm","21 cm","13 cm","Portugal","daniela ","","13/05/2020 ","10313054","",NA,270,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-louis-vuitton-handbag-10313054.shtml"
NA,12,"Louis Vuitton ","Bedford ","215.86","Very good condition","Patent leather ","Red ","32 cm","16 cm","13 cm","Hong Kong","SAMATHY","Dustbag","15/10/2020 ","12265543","",NA,279.26,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-bedford-louis-vuitton-handbag-12265543.shtml"
NA,6,"Louis Vuitton ","Noé ","215.86","Good condition","Cloth ","Brown ","37 cm","27 cm","18 cm","Hong Kong","allu","","17/09/2020 ","11822448","Professional seller",NA,215.86,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11822448.shtml"
NA,16,"Louis Vuitton ","Boulogne ","215.86","Fair condition","Cloth ","Brown ","30 cm","26 cm","9 cm","Hong Kong","chan","","24/06/2020 ","10851124","",NA,215.86,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-10851124.shtml"
NA,13,"Louis Vuitton ",NA,"215.86","Good condition","Cotton ","Pink ","34 cm","33 cm","9 cm","Hong Kong","nancy","","21/06/2020 ","10810485","",NA,284.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-cotton-louis-vuitton-handbag-10810485.shtml"
NA,56,"Louis Vuitton ","Noé ","215.86","Fair condition","Cloth ","Brown ","26 cm","34 cm","19 cm","Hong Kong","chan","","15/06/2020 ","10713368","",NA,227.22,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10713368.shtml"
NA,159,"Louis Vuitton ","Lexington ","215.86","Good condition","Patent leather ","Other ","21 cm","13 cm",NA,"Hong Kong","koo","Dustbag","15/06/2020 ","10720394","",NA,227.22,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/patent-leather-lexington-louis-vuitton-handbag-10720394.shtml"
NA,5,"Louis Vuitton ",NA,"216","Fair condition","Leather ","Camel ","41 cm","29 cm","13 cm","Spain","kewaybags","","22/06/2020 ","10825353","Professional seller",NA,300,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-leather-louis-vuitton-handbag-10825353.shtml"
NA,39,"Louis Vuitton ","Boulogne ","216.15","Fair condition","Cloth ","Brown ","30 cm","19 cm","9 cm","United Kingdom","verity","","15/07/2020 ","11055262","",NA,318.53,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-11055262.shtml"
NA,8,"Louis Vuitton ","Boulogne ","216.15","Fair condition","Cloth ","Brown ",NA,NA,NA,"United Kingdom","haute ","","18/06/2020 ","10773081","Professional seller",NA,292.37,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-10773081.shtml"
NA,96,"Louis Vuitton ","Bedford ","216.15","Very good condition","Patent leather ","Beige ","30.5 cm","15.2 cm","15.2 cm","United Kingdom","Maciej","","12/05/2020 ","10314165","",NA,312.85,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-bedford-louis-vuitton-handbag-10314165.shtml"
NA,13,"Louis Vuitton ",NA,"216.62","Never worn","Cotton ","Burgundy ","35.6 cm","21.6 cm","12.7 cm","United States","kimberly ","","08/09/2020 ","11703144","",NA,1056.7,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cotton-louis-vuitton-handbag-11703144.shtml"
