"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link","Current_price"
NA,11,"Louis Vuitton ","Speedy ","385","Good condition","Cloth ","Brown ",NA,NA,NA,"Vestiaire Collective Paris","the brand collector","","05/10/2020 ","12086750","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12086750.shtml",385
NA,62,"Louis Vuitton ","Speedy ","385","Very good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","14/09/2020 ","11793913","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11793913.shtml",385
NA,33,"Louis Vuitton ","Alma ","385","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","30/06/2020 ","10898689","Professional seller",NA,439,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-10898689.shtml",385
NA,9,"Louis Vuitton ","Saumur ","385","Very good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","29/06/2020 ","10887383","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10887383.shtml",385
NA,7,"Louis Vuitton ","Noé ","385","Fair condition","Cloth ","Brown ","26 cm","35 cm","20 cm","Netherlands","roos","","26/06/2020 ","10872141","",NA,550,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10872141.shtml",385
NA,5,"Louis Vuitton ","Rosewood ","385","Very good condition","Patent leather ","Burgundy ","32 cm","16 cm","14 cm","France","semih","","15/06/2020 ","10721805","",NA,435,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-rosewood-louis-vuitton-handbag-10721805.shtml",385
NA,42,"Louis Vuitton ","Speedy ","385","Very good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","04/06/2020 ","10575658","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10575658.shtml",385
NA,3,"Louis Vuitton ","Noé ","385","Fair condition","Cloth ","Brown ","26 cm","35 cm","19 cm","France","Vestiaire Collective","","03/06/2020 ","10574206","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10574206.shtml",385
NA,22,"Louis Vuitton ","Bucket  ","385","Very good condition","Cloth ","Brown ","35 cm","35 cm","8 cm","France","vanessa ","","20/05/2020 ","10425618","",NA,1000,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-10425618.shtml",385
NA,96,"Louis Vuitton ","Alma ","385","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","15/05/2020 ","10345548","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-10345548.shtml",385
NA,10,"Louis Vuitton ","Rosewood ","385","Very good condition","Patent leather ","Yellow ","33 cm","17.5 cm","14.5 cm","France","Kidja","","26/04/2020 ","10097429","",NA,405,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-rosewood-louis-vuitton-handbag-10097429.shtml",385
NA,13,"Louis Vuitton ","Speedy ","385","Good condition","Cloth ","Brown ","31 cm","25 cm","17,50 cm","Spain","natacha","Dustbag","15/04/2020 ","9970706","",NA,590,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9970706.shtml",385
NA,111,"Louis Vuitton ","Neverfull ","385","Fair condition","Cloth ","Brown ","55 cm","32 cm",NA,"France","elif","Dustbag","17/03/2020 ","9737879","",NA,499,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-9737879.shtml",385
NA,25,"Louis Vuitton ","Speedy ","385","Very good condition","Cloth ","Brown ","25 cm","18 cm","15 cm","Italy","maria","","14/02/2020 ","9447682","",NA,600,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9447682.shtml",385
NA,8,"Louis Vuitton ","Speedy ","385","Good condition","Cloth ","White ","21 cm","30 cm","17 cm","Italy","Vi","","11/09/2019 ","8197965","",NA,750,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-8197965.shtml",385
NA,1,"Louis Vuitton ","Wilshire ","385.18","Good condition","Patent leather ","Burgundy ","4 cm","18 cm",NA,"France","katalyne","","26/05/2020 ","10479519","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-wilshire-louis-vuitton-handbag-10479519.shtml",385.18
NA,21,"Louis Vuitton ","Trocadéro ","385.39","Good condition","Cloth ","Brown ","28 cm","18 cm","7 cm","Denmark","kira ","","23/10/2020 ","12416832",NA,NA,399.15,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-12416832.shtml",385.39
NA,1,"Louis Vuitton ","Triangle ","385.6","Good condition","Cloth ","Brown ","30 cm","14 cm","12 cm","Hong Kong","toto","","07/06/2020 ","10618836","",NA,431.72,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-triangle-louis-vuitton-handbag-10618836.shtml",385.6
NA,7,"Louis Vuitton ","Salsa ","385.6","Good condition","Cloth ","Brown ","32 cm","33 cm","3 cm","France","Aurélia","","02/12/2019 ","8865590","",NA,550,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-8865590.shtml",385.6
NA,23,"Louis Vuitton ","Noé ","385.64","Fair condition","Cloth ","Brown ","26 cm","31 cm","19 cm","Sweden","Bianca","","23/08/2020 ","11487871","",NA,385.64,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11487871.shtml",385.64
NA,8,"Louis Vuitton ","Papillon ","385.64","Good condition","Cloth ","Brown ","26 cm","13 cm",NA,"Norway","Preloved","","26/05/2020 ","10487408","Professional seller",NA,593.29,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10487408.shtml",385.64
NA,197,"Louis Vuitton ","Noé ","386.28","Good condition","Cloth ","Brown ","25.4 cm","25.4 cm","19.1 cm","Hong Kong","Yi","","18/08/2020 ","11422743","",NA,511.25,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11422743.shtml",386.28
NA,22,"Louis Vuitton ","Ellipse ","386.79","Good condition","Cloth ","Beige ","31.8 cm","26.7 cm","14 cm","United Kingdom","athena","","05/10/2020 ","12086360","",NA,455.05,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-ellipse-louis-vuitton-handbag-12086360.shtml",386.79
NA,25,"Louis Vuitton ",NA,"386.79","Good condition","Denim - Jeans ","Blue ","30 cm","20.1 cm",NA,"United Kingdom","hatice","","01/10/2020 ","12033344","",NA,426.61,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-louis-vuitton-handbag-12033344.shtml",386.79
NA,4,"Louis Vuitton ","Speedy ","386.79","Good condition","Cloth ","Brown ","25.4 cm","17.8 cm","15.2 cm","United Kingdom","song  ","","14/09/2020 ","11766731","",NA,386.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11766731.shtml",386.79
NA,4,"Louis Vuitton ","Neverfull ","386.79","Fair condition","Cloth ","Brown ","12.7 cm","10.2 cm","12.7 cm","United Kingdom","stephanie","","29/08/2020 ","11567714","",NA,386.79,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11567714.shtml",386.79
NA,14,"Louis Vuitton ","Speedy ","386.79","Good condition","Cloth ","White ","30 cm","20.8 cm","16.8 cm","United Kingdom","nhung","","01/07/2020 ","10926424","",NA,455.05,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-10926424.shtml",386.79
NA,17,"Louis Vuitton ",NA,"386.79","Good condition","Cloth ","Brown ",NA,NA,NA,"United Kingdom","haute ","","29/03/2020 ","9813616","Professional seller",NA,857.77,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-9813616.shtml",386.79
NA,4,"Louis Vuitton ","Deauville ","386.79","Fair condition","Cloth ","Brown ","33.3 cm","24.9 cm","13 cm","United Kingdom","LuluLeBag","Dustbag","30/12/2019 ","9059834","Professional seller",NA,443.67,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-deauville-louis-vuitton-handbag-9059834.shtml",386.79
NA,19,"Louis Vuitton ",NA,"386.91","Very good condition","Leather ","Red ","27.9 cm","30.5 cm","7.6 cm","United Kingdom","latika","","11/06/2020 ","10678460","",NA,455.05,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-louis-vuitton-handbag-10678460.shtml",386.91
NA,12,"Louis Vuitton ","Looping ","386.93","Very good condition","Cloth ","Brown ","25.4 cm","27.9 cm","30.5 cm","United Kingdom","mariam","","28/09/2020 ","11959175","",NA,409.54,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-11959175.shtml",386.93
NA,5,"Louis Vuitton ","Speedy ","387","Good condition","Cloth ","Beige ","30 cm","21 cm","17 cm","Italy","chiara","","09/10/2020 ","12144222","",NA,395,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-speedy-louis-vuitton-handbag-12144222.shtml",387
NA,14,"Louis Vuitton ","Saint Cloud ","387","Good condition","Cloth ","Brown ","61 cm","58.4 cm","17.8 cm","Netherlands","Sandra","","29/06/2020 ","10888376","",NA,387,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-louis-vuitton-handbag-10888376.shtml",387
NA,14,"Louis Vuitton ","Saumur ","387","Good condition","Cloth ","Brown ","30 cm","24 cm","12 cm","Netherlands","Sandra","","03/06/2020 ","10577235","",NA,387,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10577235.shtml",387
NA,24,"Louis Vuitton ","Eva ","387.04","Good condition","Cloth ","Brown ","23 cm","11 cm","11 cm","Singapore","june","","11/06/2020 ","10673682","",NA,387.04,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-eva-louis-vuitton-handbag-10673682.shtml",387.04
NA,28,"Louis Vuitton ","Speedy ","387.04","Good condition","Cloth ","Ecru ","19 cm","25 cm","15 cm","Singapore","yx","","10/04/2020 ","9927985","",NA,490.25,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-cloth-speedy-louis-vuitton-handbag-9927985.shtml",387.04
NA,16,"Louis Vuitton ","Bucket  ","387.46","Very good condition","Cloth ","Brown ","22.9 cm","26 cm","15.2 cm","United States","chime","","21/09/2020 ","11862587","",NA,418.28,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11862587.shtml",387.46
NA,10,"Louis Vuitton ","Lussac ","387.46","Very good condition","Leather ","Black ","30 cm","38 cm","12 cm","Japan","naoki","","29/08/2020 ","11564761","",NA,396.26,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-lussac-louis-vuitton-handbag-11564761.shtml",387.46
NA,12,"Louis Vuitton ","Piano ","387.46","Good condition","Cloth ","Brown ","31.8 cm","24.1 cm","11.4 cm","Spain","sabine","","05/07/2020 ","10967216","",NA,550.37,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-piano-louis-vuitton-handbag-10967216.shtml",387.46
NA,96,"Louis Vuitton ","Musette Tango  ","387.46","Very good condition","Cloth ","Brown ","25 cm","20 cm","4 cm","Japan","fashionista vintage","Dustbag","02/07/2020 ","10921949","Professional seller",NA,484.32,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-tango-louis-vuitton-handbag-10921949.shtml",387.46
NA,12,"Louis Vuitton ",NA,"387.46","Fair condition","Leather ","Black ","40.4 cm","30.2 cm",NA,"France","Vestiaire Collective","","06/05/2020 ","10243106","Professional seller",NA,387.46,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-10243106.shtml",387.46
NA,4,"Louis Vuitton ","Reporter ","387.46","Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","reclo","","04/05/2020 ","10224779","Professional seller",NA,422.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-reporter-louis-vuitton-handbag-10224779.shtml",387.46
NA,2,"Louis Vuitton ","Saumur ","387.46","Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","06/04/2020 ","9886446","Professional seller",NA,475.52,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-9886446.shtml",387.46
NA,137,"Louis Vuitton ","Nano Speedy / Mini HL ","387.46","Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","24/03/2020 ","9779648","Professional seller",NA,431.49,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nano-speedy-mini-hl-louis-vuitton-handbag-9779648.shtml",387.46
NA,72,"Louis Vuitton ","Croissant  ","387.46","Fair condition","Cloth ","Beige ","33 cm","20.3 cm",NA,"United States","Jenna","","23/10/2019 ","8513555","",NA,638.42,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-croissant-louis-vuitton-handbag-8513555.shtml",387.46
NA,21,"Louis Vuitton ","Speedy ","387.75","Good condition","Cloth ","Brown ","30 cm","21 cm","18 cm","Germany","filiz","","19/10/2020 ","12327796","",NA,438.53,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12327796.shtml",387.75
NA,7,"Louis Vuitton ","Boulogne ","388","Good condition","Cloth ","Brown ","30 cm","24 cm",NA,"Bulgaria","Plamen","","09/10/2020 ","12157547","Professional seller",NA,425,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-12157547.shtml",388
NA,25,"Louis Vuitton ","Alma ","388","Good condition","Patent leather ","Beige ","38 cm","28 cm",NA,"Netherlands","Sandra","Dustbag","21/03/2020 ","9764142","",NA,844,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-alma-louis-vuitton-handbag-9764142.shtml",388
NA,6,"Louis Vuitton ","Looping ","388.34","Good condition","Cloth ","Brown ","29 cm","32.8 cm","11 cm","United States","jebwa","","17/08/2020 ","11420699","Professional seller",NA,388.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-11420699.shtml",388.34
NA,14,"Louis Vuitton ","Marly vintage ","388.89","Good condition","Cloth ","Brown ","22 cm","13 cm","13 cm","France","Jo","","24/08/2020 ","11496464","",NA,459,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-marly-vintage-louis-vuitton-handbag-11496464.shtml",388.89
NA,92,"Louis Vuitton ","Alma ","388.89","Never worn","Cloth ","Khaki ","33 cm","33 cm","10.5 cm","Hong Kong","Winnie","Dustbag","23/01/2020 ","9138197","via our Concierge Service",NA,431.72,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/khaki-cloth-alma-louis-vuitton-handbag-9138197.shtml",388.89
NA,9,"Louis Vuitton ","Reporter ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","23/10/2020 ","12383829","Professional seller",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-reporter-louis-vuitton-handbag-12383829.shtml",389
NA,29,"Louis Vuitton ","Jeune fille  ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","04/10/2020 ","12071620","Professional seller",NA,395,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-12071620.shtml",389
NA,9,"Louis Vuitton ","Alma BB ","389","Good condition","Patent leather ","Beige ","23.5 cm","17.5 cm","11.5 cm","Netherlands","bonafidelux","","27/10/2020 ","12465516","Professional seller",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-alma-bb-louis-vuitton-handbag-12465516.shtml",389
NA,7,"Louis Vuitton ","Neverfull ","389","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","12/10/2020 ","12200851","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12200851.shtml",389
NA,10,"Louis Vuitton ","Neverfull ","389","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","11/10/2020 ","12184451","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12184451.shtml",389
NA,48,"Louis Vuitton ","Saumur ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag ,Original box","27/09/2020 ","11971955","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11971955.shtml",389
NA,6,"Louis Vuitton ","Siracusa ","389","Good condition","Cloth ","Beige ","30 cm","20 cm","10 cm","Spain","cbl bags","","11/09/2020 ","11749023","Professional seller",NA,530,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-siracusa-louis-vuitton-handbag-11749023.shtml",389
NA,10,"Louis Vuitton ","Saumur ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"Italy","Maxvintage","","03/09/2020 ","11649632","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11649632.shtml",389
NA,20,"Louis Vuitton ","Speedy ","389","Good condition","Cloth ","Brown ","15 cm","8.5 cm","6.5 cm","France","ks","Dustbag ,Original box","03/09/2020 ","11636337","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11636337.shtml",389
NA,53,"Louis Vuitton ","Saumur ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","20/08/2020 ","11472517","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11472517.shtml",389
NA,33,"Louis Vuitton ","Speedy ","389","Very good condition","Leather ","Red ",NA,NA,NA,"France","the brand collector","","12/08/2020 ","11374967","Professional seller",NA,395,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-speedy-louis-vuitton-handbag-11374967.shtml",389
NA,33,"Louis Vuitton ","Saumur ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","27/07/2020 ","11210489","Professional seller",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11210489.shtml",389
NA,8,"Louis Vuitton ","Speedy ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","26/07/2020 ","11201408","Professional seller",NA,415,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11201408.shtml",389
NA,36,"Louis Vuitton ","Saumur ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag ,Original box","20/07/2020 ","11151941","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11151941.shtml",389
NA,16,"Louis Vuitton ","Saumur ","389","Good condition","Cloth ","Brown ",NA,NA,NA,"France","ks","Dustbag","19/07/2020 ","11140661","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11140661.shtml",389
NA,36,"Louis Vuitton ","Bucket  ","389","Very good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","11/07/2020 ","11031829","Professional seller",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11031829.shtml",389
NA,18,"Louis Vuitton ","Speedy ","389","Very good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","13/05/2020 ","10330256","Professional seller",NA,519,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10330256.shtml",389
NA,24,"Louis Vuitton ","Noé ","389","Fair condition","Leather ","Black ","26 cm","34 cm","20 cm","Germany","olga","","10/05/2020 ","10289561","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-10289561.shtml",389
NA,33,"Louis Vuitton ","Noé ","389","Fair condition","Cloth ","Brown ","25 cm","27 cm","18 cm","Netherlands","bgfjug","","04/05/2020 ","10206380","",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10206380.shtml",389
NA,12,"Louis Vuitton ","Speedy ","389","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","26/04/2020 ","10102814","Professional seller",NA,389,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10102814.shtml",389
NA,16,"Louis Vuitton ","Speedy ","389.22","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","kingram","","09/07/2020 ","10997038","Professional seller",NA,389.22,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10997038.shtml",389.22
NA,131,"Louis Vuitton ",NA,"389.22","Good condition","Leather ","Black ","26 cm","28.5 cm","14.5 cm","Hong Kong","vchk","","16/04/2019 ","7338365","Professional seller",NA,486.96,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-7338365.shtml",389.22
NA,1,"Louis Vuitton ","Nile ","389.37","Good condition","Cloth ","Brown ","28 cm","20 cm","12 cm","Italy","cinzia","","11/07/2020 ","11028922","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-11028922.shtml",389.37
NA,16,"Louis Vuitton ","Papillon ","390","Very good condition","Leather ","Brown ","27,5 cm","13,5 cm","13 cm","Italy","fabio","","30/10/2020 ","12532914","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-papillon-louis-vuitton-handbag-12532914.shtml",390
NA,4,"Louis Vuitton ","Musette ","390","Very good condition","Cloth ","Brown ","30 cm","40 cm",NA,"Italy","claudia","","29/10/2020 ","12497798","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-louis-vuitton-handbag-12497798.shtml",390
NA,5,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","35 cm","23 cm","18 cm","Germany","carolin","","24/10/2020 ","12432935","",NA,490,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12432935.shtml",390
NA,57,"Louis Vuitton ","Speedy ","390","Very good condition","Cloth ","Brown ","17 cm","21 cm",NA,"Vestiaire Collective Paris","Guenola","","15/10/2020 ","12256253","",NA,420,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12256253.shtml",390
NA,14,"Louis Vuitton ","Neverfull ","390","Fair condition","Cloth ","Brown ","31 cm","28 cm","14 cm","France","debrah","","05/10/2020 ","12062481","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12062481.shtml",390
NA,17,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","35 cm","23 cm","18 cm","Germany","carolin","","04/10/2020 ","12084582","",NA,535,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12084582.shtml",390
NA,12,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","25 cm","22 cm","15 cm","France","philippe","Dustbag","29/09/2020 ","11998363","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11998363.shtml",390
NA,5,"Louis Vuitton ","Noé ","390","Very good condition","Leather ","Yellow ","26 cm","27 cm","20 cm","France","Marie","","29/09/2020 ","11976011","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-leather-noe-louis-vuitton-handbag-11976011.shtml",390
NA,32,"Louis Vuitton ","Noé ","390","Good condition","Cloth ","Brown ","34 cm","24 cm","18 cm","France","josée","","29/09/2020 ","11985835","",NA,480,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11985835.shtml",390
NA,13,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","40 cm","30 cm","18 cm","Italy","alessandro","","28/09/2020 ","11957366","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11957366.shtml",390
NA,40,"Louis Vuitton ","Multipli Cité  ","390","Good condition","Cloth ","Brown ","36 cm","27 cm","11 cm","France","Manuelle","","27/09/2020 ","11969065","",NA,470,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-multipli-cite-louis-vuitton-handbag-11969065.shtml",390
NA,9,"Louis Vuitton ","Papillon ","390","Very good condition","Cloth ","Multicolour ","30 cm","14,5 cm","14 cm","Italy","franca","","24/09/2020 ","11922023","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-papillon-louis-vuitton-handbag-11922023.shtml",390
NA,12,"Louis Vuitton ",NA,"390","Very good condition","Cloth ","Brown ","28 cm","22 cm","6 cm","Italy","claudia","","21/09/2020 ","11882102","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11882102.shtml",390
NA,9,"Louis Vuitton ","Musette Tango  ","390","Good condition","Cloth ","Brown ","25 cm","20 cm","5 cm","Netherlands","daimy","","17/09/2020 ","11822045","",NA,650,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-tango-louis-vuitton-handbag-11822045.shtml",390
NA,16,"Louis Vuitton ","Cluny Vintage ","390","Good condition","Leather ","Blue ","26 cm","27 cm","17 cm","France","monique","","15/09/2020 ","11801801","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-cluny-vintage-louis-vuitton-handbag-11801801.shtml",390
NA,38,"Louis Vuitton ","Bucket  ","390","Good condition","Cloth ","Brown ","29 cm","31 cm","11 cm","France","sophie","","14/09/2020 ","11744794","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11744794.shtml",390
