"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link","Current_price"
NA,28,"Louis Vuitton ","Looping ","390","Very good condition","Cloth ","Brown ","25 cm","22 cm",NA,"Italy","vittoria","","11/09/2020 ","11744974","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-11744974.shtml",390
NA,5,"Louis Vuitton ","Ellipse ","390","Fair condition","Cloth ","Brown ",NA,NA,NA,"Italy","patrizia","","04/09/2020 ","11651021","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-ellipse-louis-vuitton-handbag-11651021.shtml",390
NA,97,"Louis Vuitton ","Nano Speedy / Mini HL ","390","Fair condition","Cloth ","Brown ","16 cm","10 cm","7 cm","France","laure","","01/09/2020 ","11611039","Professional seller",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nano-speedy-mini-hl-louis-vuitton-handbag-11611039.shtml",390
NA,21,"Louis Vuitton ","Speedy ","390","Very good condition","Cloth ","Brown ","35 cm","23 cm","18 cm","Germany","Victoria ","","25/08/2020 ","11513524","",NA,600,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11513524.shtml",390
NA,4,"Louis Vuitton ","Noé ","390","Good condition","Leather ","Black ","27 cm","27 cm","21 cm","Italy","laura","","21/08/2020 ","11478345","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-11478345.shtml",390
NA,13,"Louis Vuitton ","Speedy ","390","Fair condition","Cloth ","White ","30 cm","21 cm","17 cm","Germany","melissa","","19/08/2020 ","11448291","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-11448291.shtml",390
NA,62,"Louis Vuitton ","Papillon ","390","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","19/08/2020 ","11441165","Professional seller",NA,459,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11441165.shtml",390
NA,72,"Louis Vuitton ",NA,"390","Never worn","Cloth ","Brown ","31 cm","16 cm","4 cm","Italy","Giulia","Original box","10/08/2020 ","11364469","",NA,490,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11364469.shtml",390
NA,58,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","35 cm","23 cm","18 cm","Italy","MICOL","Dustbag","03/08/2020 ","11293075","",NA,425,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11293075.shtml",390
NA,16,"Louis Vuitton ","Cartouchière ","390","Good condition","Cloth ","Brown ","16 cm","15 cm","5 cm","Italy","barbara","","23/07/2020 ","11175101","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-11175101.shtml",390
NA,13,"Louis Vuitton ",NA,"390","Very good condition","Leather ","Black ","22 cm","23 cm","7 cm","Germany","vivi's bazaar","","22/07/2020 ","11157807","Professional seller",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-11157807.shtml",390
NA,53,"Louis Vuitton ",NA,"390","Very good condition","Cloth ","Other ","10 cm","16.5 cm","3.5 cm","Spain","xiaoning","","20/07/2020 ","11122272","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-11122272.shtml",390
NA,34,"Louis Vuitton ","Speedy ","390","Good condition","Leather ","Black ","30 cm","19 cm","16 cm","Italy","david ","","12/07/2020 ","11036971","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-speedy-louis-vuitton-handbag-11036971.shtml",390
NA,7,"Louis Vuitton ","Neverfull ","390","Fair condition","Cloth ","White ","44.5 cm","29.2 cm","14 cm","United Kingdom","xixi","","10/07/2020 ","11020021","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-neverfull-louis-vuitton-handbag-11020021.shtml",390
NA,25,"Louis Vuitton ",NA,"390","Very good condition","Cloth ","Brown ","26 cm","38 cm","14 cm","Greece","Angelica","","07/07/2020 ","10974365","",NA,700,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10974365.shtml",390
NA,15,"Louis Vuitton ","Eva ","390","Fair condition","Cloth ","Ecru ","25 cm","15 cm","4 cm","Netherlands","rudy","","06/07/2020 ","10977696","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-cloth-eva-louis-vuitton-handbag-10977696.shtml",390
NA,2,"Louis Vuitton ","Néo speedy ","390","Good condition","Denim - Jeans ","Blue ","32 cm","18 cm","15 cm","France","fatima","","03/07/2020 ","10940470","",NA,410,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-neo-speedy-louis-vuitton-handbag-10940470.shtml",390
NA,16,"Louis Vuitton ","Eva ","390","Good condition","Cloth ","White ","25 cm","12 cm",NA,"Italy","paola","Dustbag","26/06/2020 ","10862473","Professional seller",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-eva-louis-vuitton-handbag-10862473.shtml",390
NA,44,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Other ","25 cm","19 cm","15 cm","Italy","Francesca","","21/06/2020 ","10806410","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-speedy-louis-vuitton-handbag-10806410.shtml",390
NA,23,"Louis Vuitton ","Papillon ","390","Very good condition","Cloth ","Brown ","30.5 cm","15.2 cm","15.2 cm","Greece","v","","19/06/2020 ","10786888","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10786888.shtml",390
NA,2,"Louis Vuitton ","Audacieuse ","390","Very good condition","Leather ","Brown ","34 cm","30 cm","14 cm","France","Fabien","Dustbag","15/06/2020 ","10715278","",NA,875,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-audacieuse-louis-vuitton-handbag-10715278.shtml",390
NA,4,"Louis Vuitton ","Salsa ","390","Good condition","Cloth ","Brown ","32 cm","37 cm","2 cm","France","Sophie","","06/06/2020 ","10612630","",NA,401,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-10612630.shtml",390
NA,16,"Louis Vuitton ","Neverfull ","390","Good condition","Cloth ","Brown ","35 cm","30 cm","12 cm","Italy","michela","","05/06/2020 ","10605036","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10605036.shtml",390
NA,17,"Louis Vuitton ","Chantilly ","390","Very good condition","Cloth ","Brown ","27 cm","25 cm","8 cm","Spain","Marta","","03/06/2020 ","10579257","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-10579257.shtml",390
NA,33,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","25 cm","19 cm","15 cm","Netherlands","Sandra","","03/06/2020 ","10577329","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10577329.shtml",390
NA,6,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","15 cm","19 cm","25 cm","France","amina","","29/05/2020 ","10507916","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10507916.shtml",390
NA,53,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","30 cm","20 cm","17 cm","France","Vestiaire Collective","","27/05/2020 ","10499629","Professional seller",NA,440,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10499629.shtml",390
NA,5,"Louis Vuitton ","Neverfull ","390","Fair condition","Cloth ","Brown ","47 cm","30 cm",NA,"Netherlands","philomina ","","22/05/2020 ","10440555","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10440555.shtml",390
NA,22,"Louis Vuitton ","Saumur ","390","Fair condition","Cloth ","Brown ","35 cm","30 cm","25 cm","Netherlands","bgfjug","","20/05/2020 ","10411150","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10411150.shtml",390
NA,19,"Louis Vuitton ","Papillon ","390","Very good condition","Cloth ","Brown ","30 cm","14,5 cm","14,5 cm","France","neivine","","19/05/2020 ","10394688","",NA,700,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10394688.shtml",390
NA,7,"Louis Vuitton ","Cartouchière ","390","Good condition","Cloth ","Brown ","25 cm","20 cm",NA,"France","Alice","","18/05/2020 ","10377550","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-10377550.shtml",390
NA,18,"Louis Vuitton ","Nano Speedy / Mini HL ","390","Good condition","Cloth ","Brown ","16 cm","11 cm","7 cm","Estonia","nadezda","","15/05/2020 ","10348866","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nano-speedy-mini-hl-louis-vuitton-handbag-10348866.shtml",390
NA,11,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","White ","35 cm","23 cm","18 cm","France","margaux ","","11/05/2020 ","10297269","",NA,475,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-10297269.shtml",390
NA,3,"Louis Vuitton ","Marceau Messenger ","390","Very good condition","Cloth ","Brown ",NA,NA,NA,"Italy","ophertyciocci","","10/05/2020 ","10293294","Professional seller",NA,482,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-marceau-messenger-louis-vuitton-handbag-10293294.shtml",390
NA,5,"Louis Vuitton ","Noé ","390","Fair condition","Cloth ","Brown ","26 cm","35 cm",NA,"France","celine","","08/05/2020 ","10267756","Professional seller",NA,409,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10267756.shtml",390
NA,7,"Louis Vuitton ",NA,"390","Very good condition","Cloth ","Brown ","26 cm","37 cm","10 cm","Italy","Chiara","","08/05/2020 ","10254418","",NA,440,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10254418.shtml",390
NA,7,"Louis Vuitton ","Chantilly ","390","Good condition","Cloth ","Brown ","25 cm","23 cm","6 cm","Belgium","laïla ","","07/05/2020 ","10249924","",NA,495,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-10249924.shtml",390
NA,6,"Louis Vuitton ","Ellipse ","390","Very good condition","Cloth ","Brown ","41 cm","33 cm","20 cm","France","Josefina","","07/05/2020 ","10254204","",NA,490,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-ellipse-louis-vuitton-handbag-10254204.shtml",390
NA,13,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","25 cm","19,5 cm","14,5 cm","Italy","mirco","","07/05/2020 ","10246935","",NA,410,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10246935.shtml",390
NA,14,"Louis Vuitton ","Speedy ","390","Very good condition","Cloth ","Brown ","35 cm","18 cm","23 cm","France","aurore","","05/05/2020 ","10222357","",NA,490,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10222357.shtml",390
NA,23,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","30 cm","21 cm","17 cm","Italy","angela","","01/05/2020 ","10148561","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10148561.shtml",390
NA,31,"Louis Vuitton ","Bucket  ","390","Good condition","Cloth ","Brown ","27 cm","35 cm","20 cm","Netherlands","Sandra","","02/04/2020 ","9852105","",NA,494,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-9852105.shtml",390
NA,52,"Louis Vuitton ","Bucket  ","390","Very good condition","Cloth ","Brown ","25 cm","25 cm","16 cm","Italy","milena","","02/03/2020 ","9598437","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-9598437.shtml",390
NA,32,"Louis Vuitton ","Bento Box Vintage  ","390","Very good condition","Leather ","Black ","29 cm","31 cm","10 cm","Italy","rosaria ","","29/02/2020 ","9580158","",NA,560,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-bento-box-vintage-louis-vuitton-handbag-9580158.shtml",390
NA,7,"Louis Vuitton ","Speedy ","390","Very good condition","Leather ","Orange ","22 cm","27 cm","17 cm","Portugal","patrícia","","20/02/2020 ","9495712","",NA,550,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/orange-leather-speedy-louis-vuitton-handbag-9495712.shtml",390
NA,22,"Louis Vuitton ","Piano ","390","Good condition","Cloth ","Brown ","30.5 cm","24.9 cm","12.4 cm","France","Wendy","Dustbag","13/02/2020 ","9430298","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-piano-louis-vuitton-handbag-9430298.shtml",390
NA,46,"Louis Vuitton ","Cluny Vintage ","390","Very good condition","Leather ","Blue ","26 cm","32 cm","11 cm","France","hamida","Dustbag","12/02/2020 ","9418298","",NA,490,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-cluny-vintage-louis-vuitton-handbag-9418298.shtml",390
NA,80,"Louis Vuitton ","Speedy ","390","Good condition","Cloth ","Brown ","27 cm","18 cm","20 cm","Switzerland","Fancy Lux","","11/02/2020 ","9426050","Professional seller",NA,490,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9426050.shtml",390
NA,19,"Louis Vuitton ","Looping ","390","Good condition","Cloth ","Brown ","28 cm","30 cm","10 cm","Germany","julia ","","05/02/2020 ","9335960","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-9335960.shtml",390
NA,23,"Louis Vuitton ","Chantilly ","390","Fair condition","Cloth ","Brown ","26 cm","24 cm","6 cm","Spain","mavi","","30/11/2019 ","8846267","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-8846267.shtml",390
NA,11,"Louis Vuitton ",NA,"390","Good condition","Leather ","Black ","29 cm","16 cm","14 cm","Belgium","Vinciane ","","29/10/2019 ","8566702","",NA,700,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-8566702.shtml",390
NA,43,"Louis Vuitton ","Alma ","390","Good condition","Patent leather ","Khaki ","30 cm","24 cm","16,5 cm","Netherlands","talita","","03/10/2019 ","8353174","",NA,750,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/khaki-patent-leather-alma-louis-vuitton-handbag-8353174.shtml",390
NA,42,"Louis Vuitton ",NA,"390","Good condition","Leather ","Black ","23 cm","23 cm","10 cm","France","antoine","Dustbag","15/05/2019 ","7497022","",NA,495,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-7497022.shtml",390
NA,52,"Louis Vuitton ",NA,"390.1","Very good condition","Leather ","Black ","10 cm","9 cm","2 cm","Indonesia","ainindiya","","20/06/2020 ","10806595","",NA,390.1,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-10806595.shtml",390.1
NA,24,"Louis Vuitton ",NA,"390.44","Very good condition","Cloth ","Brown ","30 cm","19 cm",NA,"Australia","Christina","Dustbag","13/05/2020 ","10331242","",NA,390.44,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10331242.shtml",390.44
NA,33,"Louis Vuitton ","Alma ","390.98","Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","kingram","","15/07/2020 ","11062098","Professional seller",NA,463.19,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-11062098.shtml",390.98
NA,9,"Louis Vuitton ","Deauville ","391.34","Good condition","Cloth ","Brown ","50 cm","20 cm","20 cm","Portugal","daniela","","21/09/2020 ","11887149","",NA,391.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-deauville-louis-vuitton-handbag-11887149.shtml",391.34
NA,29,"Louis Vuitton ",NA,"391.34","Good condition","Cloth ","Other ","35 cm","24 cm","10 cm","Czech Republic","Amy","","06/11/2019 ","8571980","",NA,546.06,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-8571980.shtml",391.34
NA,16,"Louis Vuitton ","Luco ","391.86","Very good condition","Cloth ","Brown ","45 cm","29 cm","7.6 cm","United States","Rowena","","18/10/2020 ","12322100","",NA,391.86,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-luco-louis-vuitton-handbag-12322100.shtml",391.86
NA,25,"Louis Vuitton ","Porte Documents Voyage ","391.86","Good condition","Leather ","Black ","40.9 cm","31 cm","7 cm","United States","jebwa","","18/08/2020 ","11428914","Professional seller",NA,391.86,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-porte-documents-voyage-louis-vuitton-handbag-11428914.shtml",391.86
NA,10,"Louis Vuitton ",NA,"391.96","Good condition","Patent leather ","Brown ","24 cm","14 cm",NA,"Hong Kong","Shirley","Dustbag","21/07/2020 ","11143085","",NA,391.96,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-patent-leather-louis-vuitton-handbag-11143085.shtml",391.96
NA,20,"Louis Vuitton ","Noé ","392","Good condition","Cloth ","Brown ","26 cm","34 cm","19 cm","France","celine","","03/07/2020 ","10935718","Professional seller",NA,410,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10935718.shtml",392
