"Date_sold","Price_sold","Last_known_price","Initial_price","Likes","Designer","Model","Condition","Material","Color","Location","Seller","Sold_with","Online_since","Reference","Link","Seller_title","Width","Height","Depth"
"June 13, 2020","684",684,725,108,"Louis Vuitton ","Plat ","Very good condition","Cloth ","Other ","France","M<U+00E9>lie","Dustbag","08/03/2018 ","5363116","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-plat-louis-vuitton-handbag-5363116.shtml","","35 cm","36 cm","9 cm"
"September 10, 2020","677.23",684.21,684.21,2,"Louis Vuitton ",NA,"Good condition","Leather ","Other ","United States","my galaxy solutions","","11/08/2020 ","11378802","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/leather-louis-vuitton-handbag-11378802.shtml","Professional seller","36.1 cm","38.1 cm",NA
"July 29, 2020","676.66",684.21,810.14,3,"Louis Vuitton ","Saumur ","Very good condition","Cloth ","Brown ","Japan","Brand street tokyo","","06/06/2020 ","10617866","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10617866.shtml","Professional seller",NA,NA,NA
"October 10, 2020","685",685,700,24,"Louis Vuitton ","Favorite ","Good condition","Cloth ","Brown ","Netherlands","giovanna","","09/10/2020 ","12167369","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-favorite-louis-vuitton-handbag-12167369.shtml","Fashion Activist","14 cm","22 cm","4 cm"
"September 14, 2020","685",685,685,1,"Louis Vuitton ","No<U+00E9> ","Very good condition","Leather ","Black ","Ireland","brandcoparis","","13/09/2020 ","11783961","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-11783961.shtml","Professional seller",NA,NA,NA
"July 28, 2020","685",685,685,4,"Louis Vuitton ","Favorite ","Good condition","Cloth ","Brown ","Italy","elena","Dustbag ,Original box","28/07/2020 ","11222781","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-favorite-louis-vuitton-handbag-11222781.shtml","Expert SellerFashion Activist","26 cm","15 cm","4 cm"
"August 28, 2020","685",685,800,274,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","France","isabelle","","17/07/2020 ","11022307","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11022307.shtml","Expert Sellervia our Concierge Service","32 cm","28 cm","16 cm"
"July 2, 2020","685",685,750,13,"Louis Vuitton ","Nano Speedy / Mini HL ","Good condition","Cloth ","Brown ","Italy","sofia","","01/07/2020 ","10915262","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nano-speedy-mini-hl-louis-vuitton-handbag-10915262.shtml","Expert Seller","16 cm","10 cm","7,5 cm"
"June 11, 2020","685",685,685,5,"Louis Vuitton ","Cluny ","Fair condition","Cloth ","Brown ","France","celine ","","09/06/2020 ","10658702","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cluny-louis-vuitton-handbag-10658702.shtml","Trusted SellerFashion Activist","25 cm","21 cm","10 cm"
"May 31, 2020","685",685,950,12,"Louis Vuitton ","Cluny ","Fair condition","Cloth ","Brown ","Bulgaria","M","","05/05/2020 ","10217813","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cluny-louis-vuitton-handbag-10217813.shtml","Fashion Activist","25 cm","21 cm","10 cm"
"June 8, 2020","685",685,900,24,"Louis Vuitton ","Retiro PM ","Very good condition","Cloth ","Brown ","Italy","Giulia","","23/03/2020 ","9779284","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-retiro-pm-louis-vuitton-handbag-9779284.shtml","Fashion Activist","37 cm","29 cm","12 cm"
"October 9, 2020","685",685,875,5,"Louis Vuitton ",NA,"Good condition","Cloth ","Brown ","Ireland","brandcoparis","","13/03/2020 ","9704389","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-9704389.shtml","Professional seller",NA,NA,NA
"May 6, 2020","685",685,995,20,"Louis Vuitton ","Galliera ","Very good condition","Cloth ","Brown ","France","cornerluxe-paris07","","04/01/2020 ","9092377","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-9092377.shtml","Professional seller",NA,NA,NA
"October 21, 2020","685",685,785,3,"Louis Vuitton ",NA,"Very good condition","Cloth ","Brown ","France","malika","","04/09/2018 ","6180368","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-6180368.shtml","","20 cm","15 cm",NA
"July 22, 2020","685.08",685.08,800,17,"Louis Vuitton ","Croissant  ","Very good condition","Cloth ","Brown ","Italy","simona ","","15/07/2020 ","11062618","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-croissant-louis-vuitton-handbag-11062618.shtml","Expert SellerFashion Activist",NA,NA,NA
"August 26, 2020","685.14",685.14,750,47,"Louis Vuitton ","Nano Speedy / Mini HL ","Good condition","Cloth ","Other ","France","sasha ","","16/08/2020 ","11419059","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-nano-speedy-mini-hl-louis-vuitton-handbag-11419059.shtml","Fashion Activist","12 cm","16 cm","7,5 cm"
"May 9, 2020","685.44",685.44,990,4,"Louis Vuitton ","Berkeley ","Very good condition","Cloth ","Brown ","France","fabienne","","30/04/2020 ","10170411","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-berkeley-louis-vuitton-handbag-10170411.shtml","Expert Seller","30 cm","24 cm","19 cm"
"October 24, 2020","686",686,1050,28,"Louis Vuitton ","Nano Speedy / Mini HL ","Very good condition","Cloth ","Multicolour ","United Kingdom","noemie","","21/10/2020 ","12378289","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-nano-speedy-mini-hl-louis-vuitton-handbag-12378289.shtml","Trusted Seller","10.9 cm","16 cm","8.9 cm"
"July 28, 2020","686.11",686.11,950,23,"Louis Vuitton ","Speedy Bandouli<U+00E8>re ","Never worn","Cloth ","Brown ","Spain","Maitane","Card or certificate","21/07/2020 ","11146612","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-bandouliere-louis-vuitton-handbag-11146612.shtml","","30 cm","30 cm","30 cm"
"July 1, 2020","710.67",686.86,686.86,1,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","United States","sorya","Dustbag","28/06/2020 ","10885820","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10885820.shtml","Expert SellerFashion ActivistProfessional seller","35.1 cm","23.1 cm","18 cm"
"June 16, 2020","687",687,743,4,"Louis Vuitton ","Alma ","Very good condition","Patent leather ","Pink ","Luxembourg","Diane","","15/06/2020 ","10715787","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-patent-leather-alma-louis-vuitton-handbag-10715787.shtml","Fashion Activist","38 cm","30 cm",NA
"May 26, 2020","687",687,770,0,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","Italy","Anna","","26/05/2020 ","10482570","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10482570.shtml","Fashion Activist","39 cm","32 cm","19 cm"
"September 17, 2020","672.93",687.12,687.12,15,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","United Kingdom","kathryn","","17/09/2020 ","11824301","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11824301.shtml","Expert Seller","28 cm","31 cm","14 cm"
"September 6, 2020","687.99",687.99,999,19,"Louis Vuitton ","Mahina ","Very good condition","Leather ","Beige ","Netherlands","Anny","","15/05/2017 ","4015429","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-leather-mahina-louis-vuitton-handbag-4015429.shtml","","33 cm","43 cm","21 cm"
"July 4, 2020","688.26",688.26,824.78,7,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","United Kingdom"," Sil ","","03/07/2020 ","10944584","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10944584.shtml","Expert SellerFashion Activist","32 cm","29 cm","17 cm"
"June 14, 2020","711.86",688.62,688.62,6,"Louis Vuitton ",NA,"Good condition","Cloth ","Grey ","Japan","elady","","10/04/2020 ","9919697","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/grey-cloth-louis-vuitton-handbag-9919697.shtml","Professional seller",NA,NA,NA
"November 3, 2020","688.89",688.89,730,53,"Louis Vuitton ","Papillon ","Very good condition","Cloth ","Brown ","Italy","Alessandra","","02/10/2020 ","12047996","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-12047996.shtml","Expert Seller","28 cm","14 cm","13,5 cm"
"June 3, 2020","689",689,739,0,"Louis Vuitton ","Babylone vintage ","Good condition","Cloth ","Brown ","France","the brand collector","","29/04/2020 ","10148404","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-babylone-vintage-louis-vuitton-handbag-10148404.shtml","Professional seller",NA,NA,NA
"November 3, 2020","690",690,690,10,"Louis Vuitton ","Looping ","Very good condition","Cloth ","Brown ","France","pierre ","","01/11/2020 ","12576498","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-12576498.shtml","","28 cm","17 cm","8 cm"
"October 24, 2020","690",690,790,7,"Louis Vuitton ","Twice ","Very good condition","Cloth ","Multicolour ","Spain","marina","","22/10/2020 ","12386122","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-twice-louis-vuitton-handbag-12386122.shtml","Trusted Seller","24 cm","19 cm","5 cm"
"October 22, 2020","690",690,690,8,"Louis Vuitton ","Eva ","Very good condition","Cloth ","Brown ","Germany","natalia ","","22/10/2020 ","12375391","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-eva-louis-vuitton-handbag-12375391.shtml","Expert SellerFashion Activist","26 cm","12 cm","3 cm"
"October 18, 2020","690",690,750,40,"Louis Vuitton ","Speedy ","Good condition","Patent leather ","Gold ","Italy","Anjelina ","","17/10/2020 ","12294812","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/gold-patent-leather-speedy-louis-vuitton-handbag-12294812.shtml","Expert SellerFashion ActivistProfessional seller","33 cm","23 cm","19 cm"
"October 2, 2020","690",690,690,26,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","France","yulia","","29/09/2020 ","11999093","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11999093.shtml","Trusted Seller","56 cm","56 cm","20 cm"
"September 30, 2020","690",690,1200,35,"Louis Vuitton ","Alma BB ","Good condition","Cloth ","Brown ","France","sahra","","23/09/2020 ","11900113","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-bb-louis-vuitton-handbag-11900113.shtml","","30 cm","20 cm","20 cm"
"September 16, 2020","690",690,690,7,"Louis Vuitton ",NA,"Never worn","Cloth ","Brown ","France","sindy","","10/09/2020 ","11720570","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11720570.shtml","","30 cm","22 cm","9 cm"
"September 9, 2020","690",690,690,7,"Louis Vuitton ","Alma BB ","Very good condition","Cloth ","Brown ","France","mikeil","","09/09/2020 ","11714812","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-bb-louis-vuitton-handbag-11714812.shtml","","18 cm","24 cm","12 cm"
"September 2, 2020","690",690,770,4,"Louis Vuitton ","Bucket  ","Very good condition","Cloth ","Brown ","Belgium","Comptoirduluxe ","","27/08/2020 ","11541572","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11541572.shtml","Expert SellerProfessional seller","23 cm","25 cm","16 cm"
"August 23, 2020","690",690,832,57,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","Romania","razvan","","16/08/2020 ","11413434","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11413434.shtml","Fashion Activist","31 cm","29 cm","17 cm"
"August 3, 2020","690",690,815,15,"Louis Vuitton ",NA,"Very good condition","Leather ","Black ","United Kingdom","Mai","","27/07/2020 ","11213550","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-11213550.shtml","","32 cm","20 cm","13,5 cm"
"July 29, 2020","690",690,880,7,"Louis Vuitton ","Papillon ","Very good condition","Cloth ","Brown ","France","severino","Dustbag","26/07/2020 ","11192776","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11192776.shtml","Professional seller","20 cm","10 cm","10 cm"
"July 18, 2020","690",690,850,42,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Multicolour ","France","Vestiaire Collective","Dustbag","16/07/2020 ","11094650","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-speedy-louis-vuitton-handbag-11094650.shtml","Professional seller","30 cm","24 cm","17 cm"
"July 12, 2020","690",690,690,11,"Louis Vuitton ","Favorite ","Never worn, with tag","Cloth ","Brown ","Germany","seyna","","10/07/2020 ","11028169","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-favorite-louis-vuitton-handbag-11028169.shtml","","26 cm","15 cm","4 cm"
"July 13, 2020","690",690,690,4,"Louis Vuitton ","Rivington ","Never worn","Cloth ","Brown ","Italy","catia","Dustbag","10/07/2020 ","11017524","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-rivington-louis-vuitton-handbag-11017524.shtml","Professional seller","28 cm","20 cm",NA
"October 18, 2020","690",690,790,18,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","Germany","kim ","","10/07/2020 ","11022172","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11022172.shtml","","35 cm","23 cm","18 cm"
"July 10, 2020","690",690,690,4,"Louis Vuitton ","Favorite ","Good condition","Cloth ","Brown ","Romania","creditamanet","","10/07/2020 ","11010668","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-favorite-louis-vuitton-handbag-11010668.shtml","Expert SellerProfessional seller","25 cm","15 cm","5 cm"
"July 8, 2020","690",690,690,20,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","France","<U+00C9>milie","Dustbag","07/07/2020 ","10986978","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10986978.shtml","Trusted SellerFashion Activist","37 cm","29 cm","17 cm"
"July 9, 2020","690",690,755,2,"Louis Vuitton ","No<U+00E9> ","Very good condition","Leather ","Blue ","France","cornerluxe-paris14","","30/06/2020 ","10909968","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-noe-louis-vuitton-handbag-10909968.shtml","Professional seller",NA,NA,NA
"June 22, 2020","690",690,690,8,"Louis Vuitton ","Bucket  ","Very good condition","Leather ","Black ","France","Esther","Dustbag","22/06/2020 ","10598702","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-bucket-louis-vuitton-handbag-10598702.shtml","Expert Sellervia our Concierge Service","14.5 cm","17 cm","14 cm"
"June 21, 2020","690",690,900,6,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","Romania","Silvia","","21/06/2020 ","10810975","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10810975.shtml","Trusted Seller","31 cm","28.5 cm","17 cm"
"August 1, 2020","690",690,1000,23,"Louis Vuitton ","Alma ","Good condition","Leather ","Pink ","Romania","alina","","22/05/2020 ","10446852","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-leather-alma-louis-vuitton-handbag-10446852.shtml","","27.9 cm","38.1 cm","17.8 cm"
"May 24, 2020","690",690,700,32,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Germany","jolijn","","07/05/2020 ","10250194","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10250194.shtml","Fashion Activist","30 cm","21 cm","17 cm"
"May 18, 2020","690",690,730,64,"Louis Vuitton ","Neverfull ","Never worn","Cloth ","Beige ","France","ac-c","","29/04/2020 ","10153444","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-neverfull-louis-vuitton-handbag-10153444.shtml","Fashion Activist","1 cm",NA,"2 cm"
"May 6, 2020","690",690,1000,7,"Louis Vuitton ",NA,"Very good condition","Exotic leathers ","Purple ","Belgium","runway ","","04/04/2020 ","9867606","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-crocodile-louis-vuitton-handbag-9867606.shtml","Fashion ActivistProfessional seller","40 cm","30 cm","10 cm"
"September 20, 2020","690",690,750,129,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Spain","carmen","","02/04/2020 ","9853083","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-9853083.shtml","Fashion Activist","25 cm","19 cm","15 cm"
